chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014262	-9	0	X	Y	0.361	-1.632028e+00	1.124161e+00	5.664068e-01	1.478982e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014308	-9	0	X	Y	0.359	-1.651580e+00	1.120801e+00	5.828458e-01	1.419351e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014309	-9	0	X	Y	0.359	-1.789194e+00	1.116447e+00	5.881791e-01	1.103709e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014267	-9	0	X	Y	0.352	-1.648712e+00	1.128539e+00	5.422693e-01	1.453717e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014310	-9	0	X	Y	0.351	-1.569745e+00	1.120581e+00	5.081252e-01	1.625838e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014311	-9	0	X	Y	0.351	-1.569745e+00	1.120581e+00	5.081252e-01	1.625838e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014312	-9	0	X	Y	0.351	-1.569745e+00	1.120581e+00	5.081252e-01	1.625838e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014313	-9	0	X	Y	0.350	-1.644283e+00	1.121663e+00	5.114969e-01	1.440033e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483729	38899709	0	X	Y	0.347	-9.541698e-01	1.093411e+00	4.632653e-01	3.837423e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014314	-9	0	X	Y	0.347	-9.541698e-01	1.093411e+00	4.632653e-01	3.837423e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483730	42224690	0	X	Y	0.341	-1.392326e+00	1.075294e+00	4.752480e-01	1.966484e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014315	-9	0	X	Y	0.348	-1.206427e+00	1.073774e+00	4.291827e-01	2.623554e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs33872015	42981911	0	X	Y	0.347	-4.080925e-01	1.070008e+00	3.652729e-01	7.032571e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014316	-9	0	X	Y	0.347	-4.080925e-01	1.070008e+00	3.652729e-01	7.032571e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014317	-9	0	X	Y	0.347	-5.304937e-01	1.071565e+00	3.685779e-01	6.210171e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014318	-9	0	X	Y	0.347	-5.304937e-01	1.071565e+00	3.685779e-01	6.210171e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014319	-9	0	X	Y	0.347	-5.304937e-01	1.071565e+00	3.685779e-01	6.210171e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014320	-9	0	X	Y	0.355	-1.340338e+00	1.094844e+00	3.839767e-01	2.220926e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014321	-9	0	X	Y	0.355	-1.340338e+00	1.094844e+00	3.839767e-01	2.220926e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014322	-9	0	X	Y	0.355	-1.340338e+00	1.094844e+00	3.839767e-01	2.220926e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014323	-9	0	X	Y	0.358	-1.347502e+00	1.101392e+00	3.957058e-01	2.223837e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs48061142	47144891	0	X	Y	0.353	-1.412603e+00	1.091168e+00	4.139584e-01	1.967362e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483736	47328646	0	X	Y	0.352	-5.712641e-01	1.080711e+00	3.566815e-01	5.975815e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014324	-9	0	X	Y	0.350	-3.008940e-01	1.075936e+00	3.479976e-01	7.799859e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs243465961	47407032	0	X	Y	0.350	-3.008940e-01	1.075936e+00	3.479976e-01	7.799859e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014325	-9	0	X	Y	0.361	-7.498815e-01	1.096811e+00	3.494703e-01	4.948429e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs30129291	47718215	0	X	Y	0.359	-7.713558e-01	1.092687e+00	3.523224e-01	4.809335e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014326	-9	0	X	Y	0.357	-6.299377e-01	1.087926e+00	3.436681e-01	5.631260e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483737	47876770	0	X	Y	0.357	-6.299377e-01	1.087926e+00	3.436681e-01	5.631260e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs235745099	48026885	0	X	Y	0.357	-6.299377e-01	1.087926e+00	3.436681e-01	5.631260e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014327	-9	0	X	Y	0.357	-6.299377e-01	1.087926e+00	3.436681e-01	5.631260e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014328	-9	0	X	Y	0.357	-6.299377e-01	1.087926e+00	3.436681e-01	5.631260e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014329	-9	0	X	Y	0.354	-8.048281e-01	1.080223e+00	3.320117e-01	4.569815e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs46672012	48495097	0	X	Y	0.354	-8.048281e-01	1.080223e+00	3.320117e-01	4.569815e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014330	-9	0	X	Y	0.354	-8.048281e-01	1.080223e+00	3.320117e-01	4.569815e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014331	-9	0	X	Y	0.354	-8.048281e-01	1.080223e+00	3.320117e-01	4.569815e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs31134963	48895006	0	X	Y	0.332	-4.957128e-01	1.056239e+00	3.515762e-01	6.392769e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs107967963	48960346	0	X	Y	0.332	-4.495608e-01	1.058916e+00	3.562445e-01	6.715545e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014332	-9	0	X	Y	0.332	-4.258063e-01	1.060859e+00	3.601481e-01	6.885061e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014333	-9	0	X	Y	0.332	-4.258063e-01	1.060859e+00	3.601481e-01	6.885061e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs33879976	49291542	0	X	Y	0.331	-5.404770e-01	1.063641e+00	3.674738e-01	6.118327e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014334	-9	0	X	Y	0.331	-5.404770e-01	1.063641e+00	3.674738e-01	6.118327e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014335	-9	0	X	Y	0.331	-5.404770e-01	1.063641e+00	3.674738e-01	6.118327e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014336	-9	0	X	Y	0.331	-5.404770e-01	1.063641e+00	3.674738e-01	6.118327e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483746	50423972	0	X	Y	0.330	-5.643170e-01	1.065319e+00	3.717419e-01	5.968084e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014337	-9	0	X	Y	0.330	-5.643170e-01	1.065319e+00	3.717419e-01	5.968084e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014338	-9	0	X	Y	0.330	-5.643170e-01	1.065319e+00	3.717419e-01	5.968084e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014339	-9	0	X	Y	0.334	-6.071025e-01	1.074980e+00	3.735853e-01	5.727777e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs31199620	50628898	0	X	Y	0.334	-6.071025e-01	1.074980e+00	3.735853e-01	5.727777e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483748	50730575	0	X	Y	0.334	-6.071025e-01	1.074980e+00	3.735853e-01	5.727777e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014340	-9	0	X	Y	0.326	-1.571596e-01	1.067134e+00	3.615057e-01	8.830431e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014341	-9	0	X	Y	0.326	-1.571596e-01	1.067134e+00	3.615057e-01	8.830431e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014342	-9	0	X	Y	0.326	-1.571596e-01	1.067134e+00	3.615057e-01	8.830431e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs30271311	50911069	0	X	Y	0.326	-1.571596e-01	1.067134e+00	3.615057e-01	8.830431e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483749	50932422	0	X	Y	0.328	-1.562970e+00	1.080281e+00	4.620597e-01	1.492805e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014343	-9	0	X	Y	0.328	-1.562970e+00	1.080281e+00	4.620597e-01	1.492805e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014344	-9	0	X	Y	0.328	-1.562970e+00	1.080281e+00	4.620597e-01	1.492805e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014345	-9	0	X	Y	0.328	-1.562970e+00	1.080281e+00	4.620597e-01	1.492805e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014346	-9	0	X	Y	0.330	-1.563347e+00	1.086704e+00	4.681831e-01	1.515907e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs30300280	51779369	0	X	Y	0.331	-1.528597e+00	1.083471e+00	4.547553e-01	1.596161e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014347	-9	0	X	Y	0.329	-1.404009e+00	1.082185e+00	4.472208e-01	1.957714e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014348	-9	0	X	Y	0.329	-1.404009e+00	1.082185e+00	4.472208e-01	1.957714e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014349	-9	0	X	Y	0.327	-9.375908e-01	1.079312e+00	4.173393e-01	3.859015e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs31163021	51911915	0	X	Y	0.328	-9.334607e-01	1.084490e+00	4.169479e-01	3.902601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014350	-9	0	X	Y	0.328	-9.334607e-01	1.084490e+00	4.169479e-01	3.902601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014351	-9	0	X	Y	0.328	-9.334607e-01	1.084490e+00	4.169479e-01	3.902601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014352	-9	0	X	Y	0.328	-9.334607e-01	1.084490e+00	4.169479e-01	3.902601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014353	-9	0	X	Y	0.328	-9.334607e-01	1.084490e+00	4.169479e-01	3.902601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014354	-9	0	X	Y	0.328	-9.334607e-01	1.084490e+00	4.169479e-01	3.902601e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483753	52310669	0	X	Y	0.330	-9.134512e-01	1.089121e+00	4.160471e-01	4.024871e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014355	-9	0	X	Y	0.330	-9.134512e-01	1.089121e+00	4.160471e-01	4.024871e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014356	-9	0	X	Y	0.332	-9.075924e-01	1.092193e+00	4.033941e-01	4.068276e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014357	-9	0	X	Y	0.332	-9.075924e-01	1.092193e+00	4.033941e-01	4.068276e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs48266651	52715176	0	X	Y	0.332	-9.075924e-01	1.092193e+00	4.033941e-01	4.068276e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs51882563	52716667	0	X	Y	0.332	-9.075924e-01	1.092193e+00	4.033941e-01	4.068276e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014358	-9	0	X	Y	0.336	-6.864038e-01	1.099294e+00	3.771757e-01	5.329680e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014359	-9	0	X	Y	0.336	-6.864038e-01	1.099294e+00	3.771757e-01	5.329680e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs48236507	52772067	0	X	Y	0.336	-6.864038e-01	1.099294e+00	3.771757e-01	5.329680e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483756	52951019	0	X	Y	0.336	-6.864038e-01	1.099294e+00	3.771757e-01	5.329680e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014360	-9	0	X	Y	0.332	-8.958977e-01	1.093374e+00	4.032738e-01	4.133952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs30417763	53027047	0	X	Y	0.332	-8.958977e-01	1.093374e+00	4.032738e-01	4.133952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014361	-9	0	X	Y	0.332	-8.958977e-01	1.093374e+00	4.032738e-01	4.133952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483757	53088279	0	X	Y	0.332	-8.958977e-01	1.093374e+00	4.032738e-01	4.133952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014362	-9	0	X	Y	0.330	-1.069209e+00	1.090693e+00	4.175678e-01	3.279453e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014363	-9	0	X	Y	0.330	-1.069209e+00	1.090693e+00	4.175678e-01	3.279453e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014364	-9	0	X	Y	0.330	-1.069209e+00	1.090693e+00	4.175678e-01	3.279453e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014365	-9	0	X	Y	0.330	-1.069209e+00	1.090693e+00	4.175678e-01	3.279453e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs259406772	56170165	0	X	Y	0.330	-1.069209e+00	1.090693e+00	4.175678e-01	3.279453e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014366	-9	0	X	Y	0.322	-4.130573e-01	1.077417e+00	3.901046e-01	7.017866e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014367	-9	0	X	Y	0.319	-2.107259e-01	1.076240e+00	3.800878e-01	8.449373e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs31196532	57102672	0	X	Y	0.319	3.195499e-02	1.077067e+00	3.672171e-01	9.763566e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483765	57534512	0	X	Y	0.318	7.052552e-02	1.074331e+00	3.660589e-01	9.477155e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014368	-9	0	X	Y	0.318	7.052552e-02	1.074331e+00	3.660589e-01	9.477155e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014369	-9	0	X	Y	0.320	3.268659e-01	1.076213e+00	3.624814e-01	7.616110e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29058309	57768447	0	X	Y	0.322	2.256812e-01	1.084299e+00	3.654879e-01	8.353034e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014370	-9	0	X	Y	0.322	2.256812e-01	1.084299e+00	3.654879e-01	8.353034e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014371	-9	0	X	Y	0.322	2.256812e-01	1.084299e+00	3.654879e-01	8.353034e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs47978544	57811399	0	X	Y	0.322	2.256812e-01	1.084299e+00	3.654879e-01	8.353034e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs212766299	57855688	0	X	Y	0.323	2.377479e-01	1.083690e+00	3.656101e-01	8.265387e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014372	-9	0	X	Y	0.323	2.377479e-01	1.083690e+00	3.656101e-01	8.265387e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014373	-9	0	X	Y	0.326	1.586983e-01	1.090274e+00	3.708854e-01	8.843950e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29058288	58126684	0	X	Y	0.327	1.681011e-01	1.088670e+00	3.700856e-01	8.774193e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014374	-9	0	X	Y	0.327	1.681011e-01	1.088670e+00	3.700856e-01	8.774193e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014375	-9	0	X	Y	0.327	1.681011e-01	1.088670e+00	3.700856e-01	8.774193e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483768	58169862	0	X	Y	0.327	1.681011e-01	1.088670e+00	3.700856e-01	8.774193e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014376	-9	0	X	Y	0.324	5.263846e-01	1.080855e+00	3.695940e-01	6.267068e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014377	-9	0	X	Y	0.324	5.263846e-01	1.080855e+00	3.695940e-01	6.267068e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014378	-9	0	X	Y	0.324	5.263846e-01	1.080855e+00	3.695940e-01	6.267068e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483769	58654466	0	X	Y	0.324	5.263846e-01	1.080855e+00	3.695940e-01	6.267068e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29057816	58945658	0	X	Y	0.325	5.500394e-01	1.088125e+00	3.725356e-01	6.136864e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29057773	58962775	0	X	Y	0.325	5.500394e-01	1.088125e+00	3.725356e-01	6.136864e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29057552	59086115	0	X	Y	0.325	5.500394e-01	1.088125e+00	3.725356e-01	6.136864e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014379	-9	0	X	Y	0.319	4.582209e-01	1.058876e+00	3.447189e-01	6.655986e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483770	59235498	0	X	Y	0.319	4.582209e-01	1.058876e+00	3.447189e-01	6.655986e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs48259763	59254162	0	X	Y	0.321	5.010174e-01	1.065686e+00	3.500985e-01	6.386940e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014380	-9	0	X	Y	0.321	5.010174e-01	1.065686e+00	3.500985e-01	6.386940e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs31360508	60822991	0	X	Y	0.316	3.237330e-01	1.065586e+00	3.654890e-01	7.615435e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014381	-9	0	X	Y	0.314	1.074092e-02	1.063968e+00	3.795280e-01	9.919539e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs232735621	61058643	0	X	Y	0.314	1.074092e-02	1.063968e+00	3.795280e-01	9.919539e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014382	-9	0	X	Y	0.316	3.369545e-02	1.066823e+00	3.777127e-01	9.748299e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014383	-9	0	X	Y	0.316	3.369545e-02	1.066823e+00	3.777127e-01	9.748299e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014384	-9	0	X	Y	0.316	3.369545e-02	1.066823e+00	3.777127e-01	9.748299e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29052163	64161107	0	X	Y	0.316	3.369545e-02	1.066823e+00	3.777127e-01	9.748299e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014385	-9	0	X	Y	0.311	1.628420e-02	1.064602e+00	3.813138e-01	9.878090e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014386	-9	0	X	Y	0.313	2.442259e-01	1.066194e+00	3.711600e-01	8.190190e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014387	-9	0	X	Y	0.313	2.442259e-01	1.066194e+00	3.711600e-01	8.190190e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014388	-9	0	X	Y	0.311	1.628420e-02	1.064602e+00	3.813138e-01	9.878090e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014389	-9	0	X	Y	0.311	1.628420e-02	1.064602e+00	3.813138e-01	9.878090e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014390	-9	0	X	Y	0.311	1.628420e-02	1.064602e+00	3.813138e-01	9.878090e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014391	-9	0	X	Y	0.311	1.628420e-02	1.064602e+00	3.813138e-01	9.878090e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014392	-9	0	X	Y	0.309	-1.237057e-01	1.062214e+00	3.900427e-01	9.073872e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014393	-9	0	X	Y	0.305	9.151787e-02	1.062296e+00	3.809656e-01	9.314198e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs29046879	69232896	0	X	Y	0.303	1.427192e+00	1.059205e+00	4.132539e-01	1.791434e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014394	-9	0	X	Y	0.303	1.427192e+00	1.059205e+00	4.132539e-01	1.791434e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014395	-9	0	X	Y	0.303	1.427192e+00	1.059205e+00	4.132539e-01	1.791434e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014396	-9	0	X	Y	0.303	1.427192e+00	1.059205e+00	4.132539e-01	1.791434e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000014397	-9	0	X	Y	0.303	1.301731e+00	1.052322e+00	4.079674e-01	2.173187e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs33876026	69716434	0	X	Y	0.303	1.301731e+00	1.052322e+00	4.079674e-01	2.173187e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs31296287	69720809	0	X	Y	0.304	1.393102e+00	1.059303e+00	4.143074e-01	1.897541e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
X	rs13483813	70094110	0	X	Y	0.305	1.467797e+00	1.059421e+00	4.184796e-01	1.672219e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
