chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012577	-9	0	X	Y	0.253	5.664671e-03	2.290150e-03	3.219888e-01	1.408809e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012578	-9	0	X	Y	0.253	5.664671e-03	2.290150e-03	3.219888e-01	1.408809e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs240260626	64601470	0	X	Y	0.253	5.664671e-03	2.290150e-03	3.219888e-01	1.408809e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012579	-9	0	X	Y	0.253	5.664671e-03	2.290150e-03	3.219888e-01	1.408809e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012580	-9	0	X	Y	0.251	5.240960e-03	2.282304e-03	3.026611e-01	2.253694e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs52468861	64923671	0	X	Y	0.251	5.240960e-03	2.282304e-03	3.026611e-01	2.253694e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012581	-9	0	X	Y	0.251	5.240960e-03	2.282304e-03	3.026611e-01	2.253694e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4196243	65244540	0	X	Y	0.251	5.696129e-03	2.293531e-03	3.239326e-01	1.370605e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012582	-9	0	X	Y	0.253	5.594431e-03	2.296809e-03	3.315499e-01	1.560582e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012583	-9	0	X	Y	0.253	5.594431e-03	2.296809e-03	3.315499e-01	1.560582e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4197031	65865097	0	X	Y	0.252	5.707892e-03	2.308083e-03	3.468508e-01	1.410699e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012584	-9	0	X	Y	0.252	5.707892e-03	2.308083e-03	3.468508e-01	1.410699e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012585	-9	0	X	Y	0.254	5.569309e-03	2.303635e-03	3.272753e-01	1.638454e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs45658002	66221618	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012586	-9	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012587	-9	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012588	-9	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012589	-9	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012590	-9	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012591	-9	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4197412	66404483	0	X	Y	0.256	5.530881e-03	2.314730e-03	3.422996e-01	1.766420e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012592	-9	0	X	Y	0.252	6.636199e-03	2.293716e-03	3.332406e-01	4.171550e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4197453	66730521	0	X	Y	0.252	6.636199e-03	2.293716e-03	3.332406e-01	4.171550e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4197662	66897673	0	X	Y	0.250	6.833893e-03	2.311242e-03	3.500935e-01	3.425356e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4197673	66934241	0	X	Y	0.251	6.115436e-03	2.267016e-03	2.186414e-01	7.490944e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs48372388	67046634	0	X	Y	0.256	5.835937e-03	2.256374e-03	2.019588e-01	1.030065e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012593	-9	0	X	Y	0.256	5.835937e-03	2.256374e-03	2.019588e-01	1.030065e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs47547240	67710749	0	X	Y	0.257	5.715343e-03	2.262541e-03	2.015701e-01	1.219295e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012594	-9	0	X	Y	0.257	5.263458e-03	2.261314e-03	2.168321e-01	2.078298e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4198085	67777141	0	X	Y	0.257	5.263458e-03	2.261314e-03	2.168321e-01	2.078298e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs3695481	67888643	0	X	Y	0.257	5.263458e-03	2.261314e-03	2.168321e-01	2.078298e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012595	-9	0	X	Y	0.257	5.263458e-03	2.261314e-03	2.168321e-01	2.078298e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012596	-9	0	X	Y	0.257	5.263458e-03	2.261314e-03	2.168321e-01	2.078298e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012597	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012598	-9	0	X	Y	0.257	5.263458e-03	2.261314e-03	2.168321e-01	2.078298e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012599	-9	0	X	Y	0.259	5.428199e-03	2.256664e-03	1.928346e-01	1.692835e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012600	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012601	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012602	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012603	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012604	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012605	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012606	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012607	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012608	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012609	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012610	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012611	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012612	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs52459795	69271915	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012613	-9	0	X	Y	0.263	6.000553e-03	2.221515e-03	1.708477e-01	7.414157e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012614	-9	0	X	Y	0.261	5.963780e-03	2.220863e-03	1.634922e-01	7.761969e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012615	-9	0	X	Y	0.265	5.536971e-03	2.224942e-03	1.477672e-01	1.351879e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199044	69289614	0	X	Y	0.265	5.536971e-03	2.224942e-03	1.477672e-01	1.351879e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012616	-9	0	X	Y	0.265	5.536971e-03	2.224942e-03	1.477672e-01	1.351879e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199089	69339204	0	X	Y	0.265	5.536971e-03	2.224942e-03	1.477672e-01	1.351879e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012617	-9	0	X	Y	0.266	5.709373e-03	2.232195e-03	1.506988e-01	1.116451e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012618	-9	0	X	Y	0.277	5.828175e-03	2.213707e-03	1.256742e-01	9.030811e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199119	69540666	0	X	Y	0.276	5.834447e-03	2.205826e-03	1.237571e-01	8.719581e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199124	69578572	0	X	Y	0.276	5.834447e-03	2.205826e-03	1.237571e-01	8.719581e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012619	-9	0	X	Y	0.270	5.919682e-03	2.224904e-03	1.592154e-01	8.336498e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs46226061	69651524	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012620	-9	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199200	69761165	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199265	69802724	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012621	-9	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012622	-9	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012623	-9	0	X	Y	0.268	5.993515e-03	2.219982e-03	1.582731e-01	7.442408e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012624	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	UNC160167636	70177265	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4199410	70194759	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012625	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012626	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012627	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012628	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012629	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012630	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012631	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012632	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012633	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012634	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012635	-9	0	X	Y	0.263	6.388055e-03	2.195120e-03	1.209122e-01	3.959876e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012636	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012637	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012638	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012639	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012640	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012641	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012642	-9	0	X	Y	0.261	6.576863e-03	2.187346e-03	1.141368e-01	2.927121e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012643	-9	0	X	Y	0.258	6.299669e-03	2.200699e-03	1.315401e-01	4.581518e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4201728	72344349	0	X	Y	0.258	6.299669e-03	2.200699e-03	1.315401e-01	4.581518e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs48812611	72414153	0	X	Y	0.258	6.299669e-03	2.200699e-03	1.315401e-01	4.581518e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012644	-9	0	X	Y	0.258	6.299669e-03	2.200699e-03	1.315401e-01	4.581518e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012645	-9	0	X	Y	0.258	6.299669e-03	2.200699e-03	1.315401e-01	4.581518e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012646	-9	0	X	Y	0.261	6.223624e-03	2.205119e-03	1.374614e-01	5.175572e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4202119	72576630	0	X	Y	0.261	6.223624e-03	2.205119e-03	1.374614e-01	5.175572e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012647	-9	0	X	Y	0.261	6.223624e-03	2.205119e-03	1.374614e-01	5.175572e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012648	-9	0	X	Y	0.261	6.223624e-03	2.205119e-03	1.374614e-01	5.175572e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4202397	72960430	0	X	Y	0.261	6.223624e-03	2.205119e-03	1.374614e-01	5.175572e-03	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012649	-9	0	X	Y	0.257	4.186543e-03	2.251789e-03	1.877377e-01	6.424766e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012650	-9	0	X	Y	0.254	4.313491e-03	2.265513e-03	2.048829e-01	5.813436e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4203073	73593390	0	X	Y	0.254	4.313491e-03	2.265513e-03	2.048829e-01	5.813436e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs3656776	73747957	0	X	Y	0.252	4.347455e-03	2.264636e-03	2.045144e-01	5.610476e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012651	-9	0	X	Y	0.252	4.347455e-03	2.264636e-03	2.045144e-01	5.610476e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012652	-9	0	X	Y	0.252	4.347455e-03	2.264636e-03	2.045144e-01	5.610476e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012653	-9	0	X	Y	0.250	5.310255e-03	2.241222e-03	1.743616e-01	1.862828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012654	-9	0	X	Y	0.250	5.310255e-03	2.241222e-03	1.743616e-01	1.862828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012655	-9	0	X	Y	0.250	5.310255e-03	2.241222e-03	1.743616e-01	1.862828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012656	-9	0	X	Y	0.250	5.310255e-03	2.241222e-03	1.743616e-01	1.862828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012657	-9	0	X	Y	0.250	5.310255e-03	2.241222e-03	1.743616e-01	1.862828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012658	-9	0	X	Y	0.250	5.310255e-03	2.241222e-03	1.743616e-01	1.862828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4204923	74769062	0	X	Y	0.251	5.238935e-03	2.236097e-03	1.731779e-01	1.997008e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012659	-9	0	X	Y	0.253	5.519803e-03	2.222885e-03	1.556620e-01	1.372078e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012660	-9	0	X	Y	0.241	3.788896e-03	2.231537e-03	1.662658e-01	9.085304e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4205115	74899626	0	X	Y	0.242	3.754276e-03	2.231119e-03	1.651054e-01	9.376372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4205157	74917703	0	X	Y	0.242	3.754276e-03	2.231119e-03	1.651054e-01	9.376372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012661	-9	0	X	Y	0.242	3.754276e-03	2.231119e-03	1.651054e-01	9.376372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012662	-9	0	X	Y	0.242	3.754276e-03	2.231119e-03	1.651054e-01	9.376372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012663	-9	0	X	Y	0.242	3.754276e-03	2.231119e-03	1.651054e-01	9.376372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs47428493	75093703	0	X	Y	0.242	3.754276e-03	2.231119e-03	1.651054e-01	9.376372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012664	-9	0	X	Y	0.246	4.676535e-03	2.212373e-03	1.526090e-01	3.558565e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012665	-9	0	X	Y	0.246	4.676535e-03	2.212373e-03	1.526090e-01	3.558565e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs47669684	75605583	0	X	Y	0.246	4.676535e-03	2.212373e-03	1.526090e-01	3.558565e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012666	-9	0	X	Y	0.248	4.634655e-03	2.205405e-03	1.397203e-01	3.666234e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4206049	75904728	0	X	Y	0.248	4.634655e-03	2.205405e-03	1.397203e-01	3.666234e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012667	-9	0	X	Y	0.248	4.634655e-03	2.205405e-03	1.397203e-01	3.666234e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012668	-9	0	X	Y	0.248	4.634655e-03	2.205405e-03	1.397203e-01	3.666234e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012669	-9	0	X	Y	0.248	4.634655e-03	2.205405e-03	1.397203e-01	3.666234e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4206093	75931899	0	X	Y	0.248	4.634655e-03	2.205405e-03	1.397203e-01	3.666234e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012670	-9	0	X	Y	0.246	4.479973e-03	2.205260e-03	1.378486e-01	4.333041e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4206149	76112013	0	X	Y	0.246	4.479973e-03	2.205260e-03	1.378486e-01	4.333041e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012671	-9	0	X	Y	0.237	3.166456e-03	2.198432e-03	2.024392e-01	1.511065e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs48075235	76363272	0	X	Y	0.237	3.166456e-03	2.198432e-03	2.024392e-01	1.511065e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4206327	76374377	0	X	Y	0.236	3.232555e-03	2.204742e-03	2.033654e-01	1.439352e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012672	-9	0	X	Y	0.236	3.232555e-03	2.204742e-03	2.033654e-01	1.439352e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012673	-9	0	X	Y	0.249	2.762035e-03	2.256977e-03	2.249254e-01	2.222623e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012674	-9	0	X	Y	0.247	4.500213e-03	2.218037e-03	1.630153e-01	4.359435e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000012675	-9	0	X	Y	0.245	4.372617e-03	2.225953e-03	1.773230e-01	5.066464e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
16	rs4206623	76592384	0	X	Y	0.244	4.441390e-03	2.231539e-03	1.793974e-01	4.771864e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
